HOA,address,baths,beds,desc,homeOwnersInsurance,listingStatus,lotSize,mainImage,mlsNumber,parking,price,pricePerSqft,principalInterest,propertyTax,propertyType,rentalEarnings,scrapeDate,source,sqft,url,yearBuilt,rentalEarningsRawResponse,rentalLow,rentalHigh,rentalEarningsSource
$331/mo,"127 Terry Loop, WATSONVILLE, CA 95076",2.5,3,"Listing at 127 Terry Loop, WATSONVILLE, CA 95076",170,For sale,828 sq ft,https://ssl.cdn-redfin.com/photo/8/bigphoto/083/ML82015083_1.jpg,#ML82015083,,639000,$484 ,"$3,231 ",666,Single Family,3382,2025-09-06T01:23:12.165Z,Redfin,1320,https://www.redfin.com/CA/Watsonville/127-Terry-Loop-95076/home/17313097,1986,,,,
$140/mo,"101 Shell Dr #42, WATSONVILLE, CA 95076",2,2,"Listing at 101 Shell Dr #42, WATSONVILLE, CA 95076",50,For sale,,https://ssl.cdn-redfin.com/photo/8/mbphotov3/203/genMid.ML82013203_7_0.jpg,#ML82013203,,189000,$182 ,$956 ,197,Condo,2115,2025-09-06T01:23:28.652Z,Redfin,1040,https://www.redfin.com/CA/Watsonville/101-Shell-Dr-95076/unit-42/home/2431855,1973,,,,
$135/mo,"18762 E 99th Ave, Commerce City, CO 80022",3,3,"Listing at 18762 E 99th Ave, Commerce City, CO 80022",195,For sale,"2,400 sq ft",https://ssl.cdn-redfin.com/photo/94/bigphoto/483/2453483_0.jpg,#2453483,,417595,$278 ,"$2,112 ",459,Single Family,2660,2025-09-06T01:25:10.603Z,Redfin,1503,https://www.redfin.com/CO/Commerce-City/18762-E-99th-Ave-80022/home/184851709,2025,[object Object],2610,2710,RentCast
$110/mo,"9667 Walden St, Commerce City, CO 80022",3,3,"Listing at 9667 Walden St, Commerce City, CO 80022",187,COMING SOON ON SEP 11,"2,126 sq ft",https://ssl.cdn-redfin.com/photo/94/bigphoto/431/4493431_0.jpg,#4493431,,400000,$258 ,"$2,023 ",434,Single Family,2660,2025-09-06T01:25:24.572Z,Redfin,1553,https://www.redfin.com/CO/Commerce-City/9667-Walden-St-80022/home/171254916,2020,[object Object],2610,2700,RentCast
$185/mo,"2905 Denson Rd, Fuquay Varina, NC 27526",2.5,3,"Listing at 2905 Denson Rd, Fuquay Varina, NC 27526",139,For sale,"2,613 sq ft",https://ssl.cdn-redfin.com/photo/102/bigphoto/213/10118213_0.jpg,#10118213,,354990,$183 ,"$1,795 ",328,Single Family,2220,2025-09-06T01:26:39.718Z,Redfin,1938,https://www.redfin.com/NC/Fuquay-Varina/2905-Denson-RD-27526/home/197431359,2025,[object Object],2080,2350,RentCast
$216/mo,"8867 Rollright Ct Unit E G-85, Columbia, MD 21045",1,2,"Listing at 8867 Rollright Ct Unit E G-85, Columbia, MD 21045",59,For sale,,https://ssl.cdn-redfin.com/photo/235/bigphoto/198/MDHW2059198_0.jpg,#MDHW2059198,,220000,$235 ,"$1,112 ",211,Condo,1760,2025-09-06T01:29:34.448Z,Redfin,938,https://www.redfin.com/MD/Columbia/8867-Roll-Right-Ct-21045/unit-E-G-85/home/21963507,1975,[object Object],1690,1820,RentCast
$538/mo,"8879 Warm Granite Dr #27, Columbia, MD 21045",4.5,4,"Listing at 8879 Warm Granite Dr #27, Columbia, MD 21045",187,For sale,,https://ssl.cdn-redfin.com/photo/235/bigphoto/758/MDHW2058758_1.jpg,#MDHW2058758,2 garage spaces,700000,$167 ,"$3,540 ",759,Single Family,3272,2025-09-06T01:29:48.832Z,Redfin,4196,https://www.redfin.com/MD/Columbia/8879-Warm-Granite-Dr-21045/unit-27/home/11744453,2006,,,,
$42/mo,"9487 Timesweep Lane Ln, Columbia, MD 21045",3.5,5,"Listing at 9487 Timesweep Lane Ln, Columbia, MD 21045",115,For sale,"1,307 sq ft",https://ssl.cdn-redfin.com/photo/235/bigphoto/128/MDHW2059128_0.jpg,#MDHW2059128,,429900,$217 ,"$2,174 ",151,Single Family,2375,2025-09-06T01:30:00.969Z,Redfin,1980,https://www.redfin.com/MD/Columbia/9487-Timesweep-Ln-21045/home/9957266,1971,,,,
$321/mo,"5915 Tamar Dr #3, Columbia, MD 21045",1,2,"Listing at 5915 Tamar Dr #3, Columbia, MD 21045",56,For sale,,,#MDHW2058994,,208900,$230 ,"$1,056 ",237,Condo,1585,2025-09-06T01:30:12.852Z,Redfin,908,https://www.redfin.com/MD/Columbia/5915-Tamar-Dr-21045/unit-3/home/143279982,1982,,,,
$38/mo,"6115 Little Foxes Run, Columbia, MD 21045",3.5,4,"Listing at 6115 Little Foxes Run, Columbia, MD 21045",124,For sale,"1,960 sq ft",https://ssl.cdn-redfin.com/photo/235/bigphoto/426/MDHW2058426_0.jpg,#MDHW2058426,,465000,$231 ,"$2,351 ",465,Single Family,2613,2025-09-06T01:30:27.686Z,Redfin,2012,https://www.redfin.com/MD/Columbia/6115-Little-Foxes-Run-21045/home/10004064,1991,,,,
$43/mo,"5824 Humblebee Rd, Columbia, MD 21045",3.5,4,"Listing at 5824 Humblebee Rd, Columbia, MD 21045",104,For sale,"1,437 sq ft",https://ssl.cdn-redfin.com/photo/235/bigphoto/582/MDHW2058582_2.jpg,#MDHW2058582,,390000,$210 ,"$1,972 ",356,Single Family,2390,2025-09-06T01:30:38.962Z,Redfin,1860,https://www.redfin.com/MD/Columbia/5824-Humblebee-Rd-21045/home/9965020,1971,,,,
$274/mo,"8727 Hayshed Ln #11, Columbia, MD 21045",1,1,"Listing at 8727 Hayshed Ln #11, Columbia, MD 21045",49,COMING SOON ON SEP 19,,https://ssl.cdn-redfin.com/photo/235/bigphoto/082/MDHW2058082_0.jpg,#MDHW2058082,1 space,185000,$230 ,$935 ,197,Condo,1547,2025-09-06T01:30:55.747Z,Redfin,805,https://www.redfin.com/MD/Columbia/8727-Hayshed-Ln-21045/unit-11/home/9952241,1974,,,,
$123/mo,"9323 Matador Rd, Columbia, MD 21045",3,4,"Listing at 9323 Matador Rd, Columbia, MD 21045",132,For sale,"1,306 sq ft",https://ssl.cdn-redfin.com/photo/235/bigphoto/210/MDHW2058210_3.jpg,#MDHW2058210,,495000,$238 ,"$2,503 ",387,Single Family,3670,2025-09-06T01:31:11.290Z,Redfin,2081,https://www.redfin.com/MD/Columbia/9323-Matador-Rd-21045/home/9972224,1971,[object Object],3040,4300,RentCast
$656/mo,"8736 Endless Ocean Way #24, Columbia, MD 21045",4,3,"Listing at 8736 Endless Ocean Way #24, Columbia, MD 21045",186,For sale,,https://ssl.cdn-redfin.com/photo/235/bigphoto/934/MDHW2057934_1.jpg,#MDHW2057934,2 garage spaces,699000,$201 ,"$3,535 ",645,Single Family,3310,2025-09-06T01:31:28.741Z,Redfin,3480,https://www.redfin.com/MD/Columbia/8736-Endless-Ocean-Way-21045/unit-24/home/10225674,2005,,,,
$72/mo,"5781 Alderleaf Pl, Columbia, MD 21045",2.5,4,"Listing at 5781 Alderleaf Pl, Columbia, MD 21045",112,For sale,"2,439 sq ft",https://ssl.cdn-redfin.com/photo/235/bigphoto/604/MDHW2057604_2.jpg,#MDHW2057604,,420000,$238 ,"$2,124 ",466,Single Family,3410,2025-09-06T01:31:42.446Z,Redfin,1768,https://www.redfin.com/MD/Columbia/5781-Alderleaf-Pl-21045/home/9969192,1972,[object Object],2680,4140,RentCast
$156/mo,"8866 Goose Landing Cir, Columbia, MD 21045",2.5,3,"Listing at 8866 Goose Landing Cir, Columbia, MD 21045",93,For sale,,https://ssl.cdn-redfin.com/photo/235/bigphoto/126/MDHW2058126_1.jpg,#MDHW2058126,,349900,$216 ,"$1,769 ",433,Single Family,2416,2025-09-06T01:32:03.609Z,Redfin,1620,https://www.redfin.com/MD/Columbia/8866-Goose-Landing-Cir-21045/home/10073977,1996,,,,
$79/mo,"7453 Hickory Log Cir, Columbia, MD 21045",3.5,4,"Listing at 7453 Hickory Log Cir, Columbia, MD 21045",120,For sale,"1,481 sq ft",https://ssl.cdn-redfin.com/photo/235/mbphotov3/972/genMid.MDHW2057972_3_1.jpg,#MDHW2057972,,449900,$237 ,"$2,275 ",385,Single Family,2542,2025-09-06T01:32:41.672Z,Redfin,1902,https://www.redfin.com/MD/Columbia/7453-Hickory-Log-Cir-21045/home/9977736,1976,,,,
$238/mo,"6095 Majors Ln Unit 2 L26, Columbia, MD 21045",1,1,"Listing at 6095 Majors Ln Unit 2 L26, Columbia, MD 21045",61,For sale,,,#MDHW2058000,,230000,$327 ,"$1,163 ",192,Condo,1477,2025-09-06T01:33:01.275Z,Redfin,704,https://www.redfin.com/MD/Columbia/6095-Majors-Ln-21045/unit-2/home/167062940,1982,,,,
$366/mo,"8729 Hayshed Ln #33, Columbia, MD 21045",2,2,"Listing at 8729 Hayshed Ln #33, Columbia, MD 21045",68,For sale,,https://ssl.cdn-redfin.com/photo/235/bigphoto/834/MDHW2057834_0.jpg,#MDHW2057834,,255000,$243 ,"$1,289 ",200,Condo,2030,2025-09-06T01:33:27.131Z,Redfin,1051,https://www.redfin.com/MD/Columbia/8729-Hayshed-Ln-21045/unit-33/home/9952186,1974,,,,
$58/mo,"6238 Deep Earth Ln, Columbia, MD 21045",3,3,"Listing at 6238 Deep Earth Ln, Columbia, MD 21045",129,For sale,871 sq ft,https://ssl.cdn-redfin.com/photo/235/bigphoto/812/MDHW2056812_4.jpg,#MDHW2056812,,485000,$229 ,"$2,452 ",353,Single Family,2655,2025-09-06T01:33:46.728Z,Redfin,2120,https://www.redfin.com/MD/Columbia/6238-Deep-Earth-Ln-21045/home/10005342,1996,,,,
$48/mo,"8300 Silver Trumpet Dr, Columbia, MD 21045",3.5,3,"Listing at 8300 Silver Trumpet Dr, Columbia, MD 21045",127,For sale,"1,960 sq ft",https://ssl.cdn-redfin.com/photo/235/bigphoto/286/MDHW2057286_1.jpg,#MDHW2057286,,475000,$270 ,"$2,402 ",461,Single Family,2469,2025-09-06T01:34:11.045Z,Redfin,1760,https://www.redfin.com/MD/Columbia/8300-Silver-Trumpet-Dr-21045/home/10001216,1990,,,,
$402/mo,"168 Golfview Ln, Summerville, SC 29485",2,2,"Listing at 168 Golfview Ln, Summerville, SC 29485",178,For sale,435 sq ft,https://ssl.cdn-redfin.com/photo/151/bigphoto/474/25024474_0.jpg,#25024474,,300000,$185 ,"$1,517 ",122,Condo,2476,2025-09-06T01:35:45.017Z,Redfin,1625,https://www.redfin.com/SC/Summerville/168-Golf-View-Ln-29485/home/68698426,2006,,,,
$75/mo,"145 Hidden Palms Blvd, Summerville, SC 29485",2.5,2,"Listing at 145 Hidden Palms Blvd, Summerville, SC 29485",142,For sale,"1,306 sq ft",https://ssl.cdn-redfin.com/photo/151/bigphoto/374/25024374_0.jpg,#25024374,,240000,$188 ,"$1,214 ",131,Single Family,1761,2025-09-06T01:36:10.349Z,Redfin,1280,https://www.redfin.com/SC/Summerville/145-Hidden-Palms-Blvd-29485/home/68618028,2014,,,,
$125/mo,"137 Steeple Point Ct, Summerville, SC 29485",2.5,3,"Listing at 137 Steeple Point Ct, Summerville, SC 29485",186,For sale,"4,791 sq ft",https://ssl.cdn-redfin.com/photo/151/bigphoto/076/25024076_1.jpg,#25024076,,315000,$199 ,"$1,593 ",123,Single Family,1997,2025-09-06T01:36:40.919Z,Redfin,1585,https://www.redfin.com/SC/Summerville/137-Steeple-Point-Ct-29485/home/68900531,2006,,,,
$219/mo, ,2.5,3,Listing at  ,178,For sale,"2,613 sq ft",https://ssl.cdn-redfin.com/photo/151/bigphoto/193/25024193_1.jpg,#25024193,,300325,$158 ,"$1,519 ",278,Single Family,2001,2025-09-06T01:36:58.332Z,Redfin,1905,https://www.redfin.com/SC/Summerville/208-Agrarian-AVE-29485/home/197631532,2025,,,,
$280/mo,"136 Lynches River Dr, Summerville, SC 29485",2.5,4,"Listing at 136 Lynches River Dr, Summerville, SC 29485",177,For sale,"2,613 sq ft",https://ssl.cdn-redfin.com/photo/151/bigphoto/082/25024082_3.jpg,#25024082,,299000,$180 ,"$1,512 ",339,Single Family,1910,2025-09-06T01:37:34.885Z,Redfin,1664,https://www.redfin.com/SC/Summerville/136-Lynches-River-Dr-29485/home/108685046,2005,,,,
$125/mo,"117 Steeple Point Ct, Summerville, SC 29485",2.5,3,"Listing at 117 Steeple Point Ct, Summerville, SC 29485",178,For sale,"8,712 sq ft",https://ssl.cdn-redfin.com/photo/151/bigphoto/975/25023975_1.jpg,#25023975,,300000,$189 ,"$1,517 ",158,Single Family,2038,2025-09-06T01:37:51.789Z,Redfin,1585,https://www.redfin.com/SC/Summerville/117-Steeple-Point-Ct-29485/home/68655598,2005,,,,
$175/mo,"5156 Double Eagle Lp, Summerville, SC 29485",3.5,4,"Listing at 5156 Double Eagle Lp, Summerville, SC 29485",257,For sale,"1,742 sq ft",https://ssl.cdn-redfin.com/photo/151/bigphoto/648/25023648_Q.jpg,#25023648,,435000,$177 ,"$2,200 ",402,Single Family,2510,2025-09-06T01:38:13.220Z,Redfin,2463,https://www.redfin.com/SC/Summerville/5156-Double-Eagle-Loop-29485/home/193374607,2024,,,,
$280/mo,"2548 Chasewater Dr, Fort Mill, SC 29707",2.5,3,"Listing at 2548 Chasewater Dr, Fort Mill, SC 29707",234,For sale,"1,742 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/139/4299139_0.jpg,#4299139,,395900,$199 ,"$2,002 ",553,Single Family,2440,2025-09-06T01:38:52.369Z,Redfin,1990,https://www.redfin.com/SC/Fort-Mill/2548-Chasewater-Dr-29707/home/52178654,2008,,,,
$212/mo,"6001 Sweetbay Ln, Fort Mill, SC 29707",2.5,3,"Listing at 6001 Sweetbay Ln, Fort Mill, SC 29707",213,For sale,"2,613 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/736/4297736_2.jpg,#4297736,,360000,$201 ,"$1,820 ",169,Single Family,2377,2025-09-06T01:39:12.775Z,Redfin,1790,https://www.redfin.com/SC/Fort-Mill/6001-Sweetbay-Ln-29707/home/112976425,2016,,,,
$284/mo,"5635 De Vere Dr, Indian Land, SC 29707",2.5,3,"Listing at 5635 De Vere Dr, Indian Land, SC 29707",257,For sale,"3,049 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/984/4298984_0.jpg,#4298984,,435000,$222 ,"$2,200 ",233,Single Family,2601,2025-09-06T01:39:51.598Z,Redfin,1960,https://www.redfin.com/SC/Fort-Mill/5635-De-Vere-Dr-29707/home/183558403,2023,,,,
$200/mo,"2146 Flicker Rd Unit 1033C, Indian Land, SC 29707",2.5,3,"Listing at 2146 Flicker Rd Unit 1033C, Indian Land, SC 29707",254,For sale,"2,265 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/812/4298812_0.jpg,#4298812,,429495,$197 ,"$2,172 ",397,Single Family,2687,2025-09-06T01:40:24.956Z,Redfin,2178,https://www.redfin.com/SC/Indian-Land/2146-Flicker-RD-29707/unit-1033C/home/197639506,2026,,,,
$293/mo,"4211 Plumeria Way, Fort Mill, SC 29707",3,4,"Listing at 4211 Plumeria Way, Fort Mill, SC 29707",278,For sale,"2,178 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/677/4298677_1.jpg,#4298677,,469500,$183 ,"$2,374 ",741,Single Family,3053,2025-09-06T01:40:35.340Z,Redfin,2570,https://www.redfin.com/SC/Fort-Mill/4211-Plumeria-Way-29707/home/182444836,2023,,,,
$200/mo,"2142 Flicker Rd Unit 1033A, Indian Land, SC 29707",3.5,4,"Listing at 2142 Flicker Rd Unit 1033A, Indian Land, SC 29707",266,For sale,"2,265 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/815/4298815_0.jpg,#4298815,,450000,$203 ,"$2,275 ",416,Single Family,3033,2025-09-06T01:40:54.094Z,Redfin,2212,https://www.redfin.com/SC/Indian-Land/2142-Flicker-RD-29707/unit-1033A/home/197639520,2026,,,,
$200/mo,"2148 Flicker Rd Unit 1033D, Indian Land, SC 29707",3.5,4,"Listing at 2148 Flicker Rd Unit 1033D, Indian Land, SC 29707",259,For sale,"2,265 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/814/4298814_0.jpg,#4298814,,438490,$198 ,"$2,217 ",406,Single Family,3033,2025-09-06T01:41:32.419Z,Redfin,2212,https://www.redfin.com/SC/Indian-Land/2148-Flicker-RD-29707/unit-1033D/home/197639505,2026,,,,
$216/mo,"4009 Abbotsbury Dr, Fort Mill, SC 29707",2.5,2,"Listing at 4009 Abbotsbury Dr, Fort Mill, SC 29707",186,For sale,"1,306 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/739/4292739_2.jpg,#4292739,,315000,$203 ,"$1,593 ",93,Single Family,2290,2025-09-06T01:42:01.798Z,Redfin,1553,https://www.redfin.com/SC/Fort-Mill/4009-Abbottsbury-Dr-29707/home/52143451,2004,,,,
$611/mo,"2005 White Cedar Ln #1501, Indian Land, SC 29707",2,2,"Listing at 2005 White Cedar Ln #1501, Indian Land, SC 29707",213,For sale,"3,484 sq ft",https://ssl.cdn-redfin.com/photo/103/bigphoto/438/4297438_0.jpg,#4297438,,360000,$265 ,"$1,820 ",333,Single Family,2371,2025-09-06T01:42:18.375Z,Redfin,1356,https://www.redfin.com/SC/Fort-Mill/2005-White-Cedar-Ln-29707/unit-1501/home/197556382,2008,,,,
$75/mo,"79 Easton Ml, Morgantown, WV 26508",3,2,"Listing at 79 Easton Ml, Morgantown, WV 26508",139,For sale,,https://ssl.cdn-redfin.com/photo/628/bigphoto/404/10161404_0.jpg,#10161404,1 car garage,235000,$130 ,"$1,188 ",114,Single Family,1793,2025-09-06T01:43:25.644Z,Redfin,1803,https://www.redfin.com/WV/Morgantown/79-Easton-Mill-Rd-26508/home/190947052,2005,,,,
$67/mo,"129 Inlet St, Morgantown, WV 26508",2.5,3,"Listing at 129 Inlet St, Morgantown, WV 26508",130,For sale,,https://ssl.cdn-redfin.com/photo/628/bigphoto/393/10161393_0.jpg,#10161393,,219000,$152 ,"$1,107 ",88,Single Family,1657,2025-09-06T01:43:42.124Z,Redfin,1445,https://www.redfin.com/WV/Little-Falls/129-Inlet-St-26508/home/190945178,2018,,,,
$83/mo,"214 Tarbert Ct, Morgantown, WV 26508",3.5,4,"Listing at 214 Tarbert Ct, Morgantown, WV 26508",228,For sale,"2,788 sq ft",https://ssl.cdn-redfin.com/photo/628/bigphoto/030/10161030_0.jpg,#10161030,,384900,$147 ,"$1,946 ",123,Single Family,2217,2025-09-06T01:44:05.809Z,Redfin,2616,https://www.redfin.com/WV/Morgantown/214-Tarbert-Ct-26508/home/190942633,2011,,,,
$30/mo,"2879 Ridgebury, Meridian, ID 83646",,3,"Listing at 2879 Ridgebury, Meridian, ID 83646",110,For sale,"5,227 sq ft",https://ssl.cdn-redfin.com/photo/228/bigphoto/611/98960611_0.jpg,#98960611,,489900,$319 ,"$2,477 ",148,Single Family,2303,2025-09-06T01:45:06.051Z,Redfin,1534,https://www.redfin.com/ID/Meridian/2879-N-Ridgebury-Ave-83646/home/106805348,2008,,,,
$62/mo,"5831 N Saguaro Hills Pl, Meridian, ID 83646",,3,"Listing at 5831 N Saguaro Hills Pl, Meridian, ID 83646",171,For sale,"10,018 sq ft",https://ssl.cdn-redfin.com/photo/228/bigphoto/637/98960637_0.jpg,#98960637,,760000,$320 ,"$3,843 ",219,Single Family,2877,2025-09-06T01:45:16.142Z,Redfin,2375,https://www.redfin.com/ID/Meridian/5831-N-Saguaro-Hills-Pl-83646/home/106805491,2012,,,,
$117/mo,"2075 W Three Lakes Dr, Meridian, ID 83646",,6,"Listing at 2075 W Three Lakes Dr, Meridian, ID 83646",786,For sale,0.74 acres,https://ssl.cdn-redfin.com/photo/228/bigphoto/541/98960541_0.jpg,#98960541,,3495000,$480 ,"$17,673 ",910,Single Family,4441,2025-09-06T01:45:49.849Z,Redfin,7288,https://www.redfin.com/ID/Meridian/2075-W-Three-Lakes-Dr-83646/home/106773739,2019,,,,
$72/mo,"4518 N Panaro Ave, Meridian, ID 83646",,4,"Listing at 4518 N Panaro Ave, Meridian, ID 83646",180,For sale,"8,624 sq ft",https://ssl.cdn-redfin.com/photo/228/bigphoto/383/98960383_0.jpg,#98960383,,799900,$299 ,"$4,045 ",216,Single Family,3241,2025-09-06T01:46:08.423Z,Redfin,2674,https://www.redfin.com/ID/Meridian/4518-N-Panaro-Ave-83646/home/172392704,2020,,,,
$21/mo,"1458 W Sandy Ct, Meridian, ID 83646",,4,"Listing at 1458 W Sandy Ct, Meridian, ID 83646",444,For sale,1.54 acres,https://ssl.cdn-redfin.com/photo/228/bigphoto/335/98960335_3.jpg,#98960335,,1975000,$456 ,"$9,987 ",420,Single Family,3500,2025-09-06T01:46:30.872Z,Redfin,4333,https://www.redfin.com/ID/Meridian/1458-W-Sandy-Ct-83646/home/106659115,2024,[object Object],3060,3930,RentCast
$38/mo,"4221 N Elsinore Ave, Meridian, ID 83646",,4,"Listing at 4221 N Elsinore Ave, Meridian, ID 83646",128,For sale,"6,534 sq ft",https://ssl.cdn-redfin.com/photo/228/bigphoto/267/98960267_1.jpg,#98960267,,570000,$212 ,"$2,882 ",166,Single Family,2867,2025-09-06T01:46:47.774Z,Redfin,2688,https://www.redfin.com/ID/Meridian/4221-N-Elsinore-Ave-83646/home/146701106,2019,,,,
$200/mo,"7689 W Lookout View St, Meridian, ID 83646",,3,"Listing at 7689 W Lookout View St, Meridian, ID 83646",214,For sale,"10,062 sq ft",https://ssl.cdn-redfin.com/photo/228/bigphoto/015/98960015_5.jpg,#98960015,,949900,$380 ,"$4,803 ",78,Single Family,3090,2025-09-06T01:47:21.767Z,Redfin,2499,https://www.redfin.com/ID/Meridian/7689-W-Lookout-View-St-83646/home/194183838,2025,[object Object],2750,3430,RentCast
$51/mo,"1824 W Ham Rapids St, Meridian, ID 83646",,4,"Listing at 1824 W Ham Rapids St, Meridian, ID 83646",124,For sale,"7,710 sq ft",https://ssl.cdn-redfin.com/photo/228/bigphoto/726/98959726_0.jpg,#98959726,,549000,$268 ,"$2,776 ",139,Single Family,2534,2025-09-06T01:48:09.733Z,Redfin,2051,https://www.redfin.com/ID/Meridian/1824-W-Ham-Rapids-St-83646/home/106803588,2005,,,,
$24/mo,"12029 Granite Court Ct, ROCKTON, IL 61072",2.5,3,"Listing at 12029 Granite Court Ct, ROCKTON, IL 61072",194,For sale,0.35 acres,https://ssl.cdn-redfin.com/photo/439/bigphoto/873/202504873_0.jpg,#202504873,,530000,$236 ,"$2,680 ",826,Single Family,2821,2025-09-06T01:49:45.531Z,Redfin,2245,https://www.redfin.com/IL/Rockton/12029-Granite-Ct-61072/home/17572978,2022,,,,
,"11577 Old River Rd, Rockton, IL 61072",3,4,"Listing at 11577 Old River Rd, Rockton, IL 61072",266,For sale,5.76 acres,https://ssl.cdn-redfin.com/photo/68/bigphoto/526/12398526_0.jpg,#12398526,3 car garage,725000,$171 ,"$3,666 ",1103,Single Family,2470,2025-09-06T01:50:02.270Z,Redfin,4251,https://www.redfin.com/IL/Rockton/11577-Old-River-Rd-61072/home/17577525,1988,[object Object],2160,2780,RentCast
